id,name,version,chain,author_name,author_id,created_at,mint_opens_at,supply,iterations_count
26808,Floral Fusion,fxhash 1.0 (Tezos),TEZOS,,KT1Kpouoh3MxZPzEmtUQVKHmQnjDw1ADfRns,2023-04-23T02:05:55+00:00,2023-04-26T15:00:00+00:00,100,100
26810,Imaginary,fxhash 1.0 (Tezos),TEZOS,Akkrin,tz1LDHsCedPnQrmKqxpCTR7hxrQoRJqvSgzA,2023-04-23T08:15:53+00:00,2023-04-23T08:15:53+00:00,50,2
26811,DAI - distributed autonomous interaction,fxhash 1.0 (Tezos),TEZOS,cryptEMES,tz1UecmgMghaWovhh9EYfqTrK9gTtaiMtbzs,2023-04-23T09:05:31+00:00,2023-04-23T14:00:00+00:00,100,100
26812,Group,fxhash 1.0 (Tezos),TEZOS,MIA SHA,tz1RApexAFH7dd6twKZTaP94dxHwWRcfS6DE,2023-04-23T09:24:46+00:00,2023-04-24T16:30:00+00:00,1,1
26813,A Beach Scene (after Milton Avery),fxhash 1.0 (Tezos),TEZOS,bravokiloecho,tz1MkSZU3E4i3FhetNNan48sAASzaXDxd9SM,2023-04-23T12:41:32+00:00,2023-04-27T19:00:00+00:00,24,3
26814,web_pixel_crystal,fxhash 1.0 (Tezos),TEZOS,uesYn,tz2HpguztWLky5QF5KYuHomVaYHeq2HZdmL4,2023-04-23T13:55:25+00:00,2023-04-23T14:55:25+00:00,64,64
26815,Drawing Sketch Figure,fxhash 1.0 (Tezos),TEZOS,NELSIG,tz2NtVX776QaPvew8wvK4akuW7rYHb8BNn8d,2023-04-23T16:12:27+00:00,2023-04-23T17:12:27+00:00,64,2
26816,✨✨✨,fxhash 1.0 (Tezos),TEZOS,wadada,tz1dRFanNrLLk48XagvC7Qrzs62iXKzAGRTU,2023-04-23T18:00:59+00:00,2023-04-23T18:00:59+00:00,64,64
26817,Abstract & Minimalism World 2023,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-04-23T18:28:30+00:00,2023-07-01T12:35:00+00:00,8,6
26818,VCA Residency 5th Cohort Artist,fxhash 1.0 (Tezos),TEZOS,,KT1J1nJRHM8q9fTJhar9k6hA3stRXQzwXL76,2023-04-23T18:44:30+00:00,2023-04-23T19:44:30+00:00,19,15
26819,Strange Patterns,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-04-23T20:12:32+00:00,2023-04-23T21:12:32+00:00,7,7
26820,VCA Residency 5th Cohort Mentor ,fxhash 1.0 (Tezos),TEZOS,,KT1J1nJRHM8q9fTJhar9k6hA3stRXQzwXL76,2023-04-23T20:33:25+00:00,2023-04-23T21:33:25+00:00,42,25
26821,Arconia,fxhash 1.0 (Tezos),TEZOS,Magonometria,tz1ZCSuVKWQw4xX1CJDkjwxvxxpH8Sn3d5Xk,2023-04-23T20:40:10+00:00,2023-04-25T16:00:00+00:00,124,124
26822,Chromatic Chaos,fxhash 1.0 (Tezos),TEZOS,AydaEtb,tz1Yx6Qca71m4zdLTRJiYYb68NDkfV8riDop,2023-04-23T21:40:33+00:00,2023-04-26T16:50:00+00:00,69,69
26823,messy vowels,fxhash 1.0 (Tezos),TEZOS,ijeamaka,tz1VGarCtub95ypnYg1CVbhrdtBp2uy82nBW,2023-04-23T21:57:42+00:00,2023-04-26T19:00:00+00:00,50,50
26825,Monotipia,fxhash 1.0 (Tezos),TEZOS,marcelonada,tz1UhiQXVYzSXWF2m6QNEtir5VViQrUXg4by,2023-04-23T22:12:12+00:00,2023-04-27T16:00:00+00:00,120,120
26826,Mixed Nouns,fxhash 1.0 (Tezos),TEZOS,Helen Jones,tz1YS76nW5159nMmgZqm9NaeaeTxJXWyec57,2023-04-23T22:24:42+00:00,2023-04-24T03:00:00+00:00,10000,4
26827,Retro-Rush,fxhash 1.0 (Tezos),TEZOS,Walten,tz1QEotKnT1RmD3ToZUbbaM6SJXqHUrc67dZ,2023-04-23T22:41:57+00:00,2023-11-15T15:30:00+00:00,65,27
26828,1978,fxhash 1.0 (Tezos),TEZOS,Théo,tz1T3St54TYhfvjYhaHRwtraMXsvQfysYCWi,2023-04-23T23:11:42+00:00,2023-04-26T16:30:00+00:00,78,60
26829,underworld,fxhash 1.0 (Tezos),TEZOS,AITezoArt,tz1MM5YFX2m75KE3cmjRBNGFLkgZjF9H6KMP,2023-04-23T23:48:42+00:00,2023-04-24T00:48:42+00:00,8,4
26830,Particle Interaction,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-04-24T01:05:43+00:00,2023-04-24T02:05:43+00:00,4,4
26831,Falcona,fxhash 1.0 (Tezos),TEZOS,hicnude,tz1ZSJjhmkgRqZuMb3HXmd53a48RnJ3MeJnL,2023-04-24T04:01:07+00:00,2023-04-24T17:30:00+00:00,8,2
26833,Crystal Alpha,fxhash 1.0 (Tezos),TEZOS,Abelard,tz2WBTTmuosxCdBGhidQAfiau1EtTqvSjhvj,2023-04-24T09:50:17+00:00,2023-04-25T14:00:00+00:00,32,32
26834,Escadinhas,fxhash 1.0 (Tezos),TEZOS,emwdx,tz2MzmeTaiFwo1nAX9XeZi9XVFXhjPUZ5oZx,2023-04-24T10:50:25+00:00,2023-04-26T11:00:00+00:00,128,10
26835,23041401_Pliability,fxhash 1.0 (Tezos),TEZOS,Rayroot,tz2E8vnzS4xk175RCk1ZwTktqnh2tnU8ze1U,2023-04-24T14:34:12+00:00,2023-04-24T16:00:00+00:00,16,16
26836,The skulls in love,fxhash 1.0 (Tezos),TEZOS,,KT1XY4nkmVdTE8AZ7VfAdU1LQRu1Xy18iixy,2023-04-24T14:52:35+00:00,2023-04-24T20:00:00+00:00,8,4
26837,Awaiting Yesterday (SoC: Apr),fxhash 1.0 (Tezos),TEZOS,EndlessWorld,tz1SCXPTyW57fXfztj6DCJvCtuS8U1MQvGFT,2023-04-24T15:54:01+00:00,2023-04-25T16:00:00+00:00,300,300
26838,Life in motion,fxhash 1.0 (Tezos),TEZOS,Buitrago,tz1iJnTQGTUisGUqonQTHoz48LNUQVZueTRT,2023-04-24T16:23:31+00:00,2023-04-24T17:23:31+00:00,20,20
26839,$FX.HASH_DRAW();,fxhash 1.0 (Tezos),TEZOS,uesYn,tz2HpguztWLky5QF5KYuHomVaYHeq2HZdmL4,2023-04-24T17:01:47+00:00,2023-04-24T18:01:47+00:00,64,64
26840,Home to the Ghosts,fxhash 1.0 (Tezos),TEZOS,Marnix Keller,tz1bx17C4bjpCP2LesF4tYSEEaX7jHcrJAc9,2023-04-24T17:58:41+00:00,2023-04-25T17:30:00+00:00,111,111
26841,(de)construction II,fxhash 1.0 (Tezos),TEZOS,0xma,tz1WtbcACsCduN22r4jup9ZcpTa8MX5ibAdV,2023-04-24T19:42:29+00:00,2023-04-28T17:00:00+00:00,64,28
26842,sandstorm,fxhash 1.0 (Tezos),TEZOS,0.2086007366888225,tz1csy2EbgeDrrH2KyGw7CUkXJPyTjHr6zKw,2023-04-24T20:41:07+00:00,2023-04-25T16:30:00+00:00,17,17
26843,restless mind,fxhash 1.0 (Tezos),TEZOS,wadada,tz1dRFanNrLLk48XagvC7Qrzs62iXKzAGRTU,2023-04-24T23:04:02+00:00,2023-04-24T23:04:02+00:00,64,64
26844,Arts of Chet Abstract 12,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-04-25T00:47:03+00:00,2023-04-25T01:47:03+00:00,33,2
26845,Crossword?,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-04-25T01:41:18+00:00,2023-04-25T02:41:18+00:00,1,1
26846,Genesis Square,fxhash 1.0 (Tezos),TEZOS,NoWhere_Safe,tz1Qxc19rPrXMaRHMKCqndP9ASaDkqhc3R67,2023-04-25T03:06:49+00:00,2023-04-25T04:06:49+00:00,16,16
26847,Wires of Freedom,fxhash 1.0 (Tezos),TEZOS,init5,tz2GjQqLz9SzSeNcX5vzknACx8t1z1i8JA9Z,2023-04-25T04:15:50+00:00,2023-04-25T05:15:50+00:00,128,9
26848,Entropy,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-04-25T06:07:14+00:00,2023-04-25T07:07:14+00:00,1,1
26849,23041801_Antigen,fxhash 1.0 (Tezos),TEZOS,Rayroot,tz2E8vnzS4xk175RCk1ZwTktqnh2tnU8ze1U,2023-04-25T09:36:39+00:00,2023-04-25T13:00:00+00:00,8,8
26850,LITTLE,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-04-25T10:08:54+00:00,2023-04-25T12:24:00+00:00,128,20
26852,Scope,fxhash 1.0 (Tezos),TEZOS,fxtzer,tz1gLiPFWTpQ3xmjfow1ziDuCRDiA3SWRhER,2023-04-25T11:00:02+00:00,2023-04-25T17:01:00+00:00,1,1
26853,Abtround,fxhash 1.0 (Tezos),TEZOS,AITezoArt,tz1MM5YFX2m75KE3cmjRBNGFLkgZjF9H6KMP,2023-04-25T11:23:10+00:00,2023-04-25T12:23:10+00:00,8,3
26854,Water Dream,fxhash 1.0 (Tezos),TEZOS,Medusa Iro,tz1YdY675GvqTbNWttzanBf8Zm2Xt8TSuLqb,2023-04-25T14:03:18+00:00,2023-04-25T16:00:00+00:00,15,3
26855,Stitchpunk Prequel,fxhash 1.0 (Tezos),TEZOS,Carton Carroll,tz1Tr73D4dp8tnuUgdgkFEK9Gnpyn6poSaoA,2023-04-25T14:12:33+00:00,2023-04-27T15:05:00+00:00,105,93
26856,Endless Order,fxhash 1.0 (Tezos),TEZOS,Völker,tz1QxnU8Xh8TszX72qupNcr7LXc1xtqGeq9b,2023-04-25T14:20:18+00:00,2023-04-26T18:30:00+00:00,128,24
26857,fuzz,fxhash 1.0 (Tezos),TEZOS,aipom_shiny,tz1c511E194hrVRapX9xobUoZPhWrAiy7e4x,2023-04-25T15:29:49+00:00,2023-04-25T15:29:49+00:00,10,10
26858,Viewport,fxhash 1.0 (Tezos),TEZOS,Mark Walhimer,tz1cvbbJaSnN3QFsG2CvH4dKdeSRBDUE842e,2023-04-25T18:30:35+00:00,2024-09-24T07:00:00+00:00,150,128
26859,Interlude,fxhash 1.0 (Tezos),TEZOS,nonfungile guy,tz1SqB9PSBVniE8Jpy1JndrPrkdH5s3vNGUB,2023-04-25T22:29:52+00:00,2023-05-26T07:00:00+00:00,3,3
26860,RecursPin,fxhash 1.0 (Tezos),TEZOS,HARCHI,tz1P414TGRm9KJpnc6eAgSbcAb8mEY2oZmz2,2023-04-26T00:10:15+00:00,2023-04-26T00:10:15+00:00,50,21
26861,Flow,fxhash 1.0 (Tezos),TEZOS,gitpancake,tz1i9dVrmewtm4eE6pLfpCPD1y7FSuwSJphX,2023-04-26T01:07:31+00:00,2023-04-26T16:00:00+00:00,64,64
26865,Retro Towers,fxhash 1.0 (Tezos),TEZOS,dreamingdigitally,tz1Uw5ZiaLgogNxDjnD31HhJtgrwiNU9fhzK,2023-04-26T01:38:09+00:00,2023-04-26T02:38:09+00:00,10,8
26866,Out-Run,fxhash 1.0 (Tezos),TEZOS,vectorz3r0,tz1SrA7UpvzPmxp6NymuzDzaRfxDSJaz6ebF,2023-04-26T01:48:24+00:00,2023-04-26T03:00:00+00:00,9,9
26867,Field Sketch,fxhash 1.0 (Tezos),TEZOS,Neoformix,tz2C7Z2jb4x8Wfd599Yp1qZRu56RxEUDrykQ,2023-04-26T01:49:09+00:00,2023-04-26T15:01:00+00:00,164,164
26869,23042601_Pipelines,fxhash 1.0 (Tezos),TEZOS,Rayroot,tz2E8vnzS4xk175RCk1ZwTktqnh2tnU8ze1U,2023-04-26T07:11:25+00:00,2023-04-26T09:00:00+00:00,2,2
26870,Controlled Chaos,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-04-26T07:31:10+00:00,2023-04-27T00:00:00+00:00,8,8
26871,LITTLE 2,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-04-26T08:15:10+00:00,2023-04-26T12:28:00+00:00,128,10
26872,Fieldwise,fxhash 1.0 (Tezos),TEZOS,AITezoArt,tz1MM5YFX2m75KE3cmjRBNGFLkgZjF9H6KMP,2023-04-26T08:48:10+00:00,2023-04-26T09:48:10+00:00,8,5
26873,Out-Run,fxhash 1.0 (Tezos),TEZOS,vectorz3r0,tz1SrA7UpvzPmxp6NymuzDzaRfxDSJaz6ebF,2023-04-26T11:04:11+00:00,2023-04-26T11:04:11+00:00,45,45
26874,Sand patterns,fxhash 1.0 (Tezos),TEZOS,unsleeping_ik,tz2H8AANLU25yBD8MxPocngHngKNVEXXRXGE,2023-04-26T11:13:56+00:00,2023-04-26T11:13:56+00:00,99,54
26875,CRB,fxhash 1.0 (Tezos),TEZOS,_ChrIsArt_,tz2CVTDNeipyzzPTBzLxFYmZuqf2iSByeenE,2023-04-26T12:46:12+00:00,2023-04-27T15:30:00+00:00,66,66
26876,No man's land,fxhash 1.0 (Tezos),TEZOS,Kenzo da barra,tz2T7EWNFRF7idMNY7Ej5MhYkupEN4D6CXUQ,2023-04-26T13:54:21+00:00,2023-04-26T18:00:00+00:00,20,20
26877,Fibonacci Rainbow Spirals 16,fxhash 1.0 (Tezos),TEZOS,Iuri Guilherme,tz1TfaiDyZ6YqPVXUXsxBV2oAYE5VanEnvLp,2023-04-26T14:32:44+00:00,2023-04-29T15:00:00+00:00,60,3
26878,Crystal Delta,fxhash 1.0 (Tezos),TEZOS,Abelard,tz2WBTTmuosxCdBGhidQAfiau1EtTqvSjhvj,2023-04-26T16:24:31+00:00,2023-04-27T11:00:00+00:00,32,32
26879,Dragon's Fight,fxhash 1.0 (Tezos),TEZOS,Medusa Iro,tz1YdY675GvqTbNWttzanBf8Zm2Xt8TSuLqb,2023-04-26T16:37:54+00:00,2023-04-26T18:00:00+00:00,22,3
26881,In my soul🌸,fxhash 1.0 (Tezos),TEZOS,Artmaximus,tz1cWQ8sHKWYbPrVqX9P3WJDG1FeDV6Zcntt,2023-04-26T19:35:34+00:00,2023-04-26T19:35:34+00:00,64,4
26882,Chaos,fxhash 1.0 (Tezos),TEZOS,fxtzer,tz1gLiPFWTpQ3xmjfow1ziDuCRDiA3SWRhER,2023-04-26T22:54:57+00:00,2023-04-27T17:01:00+00:00,1,1
26884,Travelling Gondola,fxhash 1.0 (Tezos),TEZOS,Gen_Doodler,tz1dDLPtaFAspKoiyMzhhRmxJ3dh2oSJvA69,2023-04-26T23:36:57+00:00,2023-05-01T22:00:00+00:00,120,120
26885,Pupil,fxhash 1.0 (Tezos),TEZOS,Ikiddo,tz1R8XKANRcphjgsvFQRioqpLJZt1MLgpf82,2023-04-27T06:36:07+00:00,2023-04-27T19:30:00+00:00,128,22
26887,"""HoH""",fxhash 1.0 (Tezos),TEZOS,4-Art Creator Profile,tz2XXmbjbWCvarqeJvP8vYqmhTav2kn63ty4,2023-04-27T07:17:37+00:00,2023-04-27T08:17:37+00:00,300,8
26890,Codes For Love,fxhash 1.0 (Tezos),TEZOS,Medusa Iro,tz1YdY675GvqTbNWttzanBf8Zm2Xt8TSuLqb,2023-04-27T10:47:17+00:00,2023-04-27T15:00:00+00:00,100,3
26891,phantom/reality/circle,fxhash 1.0 (Tezos),TEZOS,uesYn,tz2HpguztWLky5QF5KYuHomVaYHeq2HZdmL4,2023-04-27T11:55:25+00:00,2023-04-27T12:55:25+00:00,12,12
26892,Catmandala,fxhash 1.0 (Tezos),TEZOS,CryptoWiggle ,tz1RK2jqFUWUJBHG3bTmUa6tA4RfkbTyx6FR,2023-04-27T13:32:24+00:00,2023-05-02T08:00:00+00:00,250,10
26894,Pedogenesis,fxhash 1.0 (Tezos),TEZOS,Kiera Alodia,tz1WgDHvX1xnzsJANUFqoKFSyiYy2qhz3tzb,2023-04-27T14:05:10+00:00,2023-04-27T15:05:10+00:00,32,27
26895,real life dance challenge,fxhash 1.0 (Tezos),TEZOS,,KT1Cvz4fdFDSQA5nR1Y2nLhSkhWpXTK4ddTd,2023-04-27T14:05:55+00:00,2023-04-27T17:00:00+00:00,150,38
26896,Aura,fxhash 1.0 (Tezos),TEZOS,Jeff_Tezos,tz1PyCveTVuCwEWan7zEkWzHXdAtukunH3nK,2023-04-27T14:06:25+00:00,2023-04-27T15:06:25+00:00,100,100
26897,Ups And Downs,fxhash 1.0 (Tezos),TEZOS,MIA SHA,tz1RApexAFH7dd6twKZTaP94dxHwWRcfS6DE,2023-04-27T14:10:25+00:00,2023-04-28T16:30:00+00:00,1,1
26898,Lines & Dots [minimal],fxhash 1.0 (Tezos),TEZOS,HaSh2aRt,tz1U7Dy4psqcDBUxLaGquzMGc1FodP7bLnjo,2023-04-27T16:58:20+00:00,2023-04-27T16:58:20+00:00,33,33
26899,sandstorm [corrected version],fxhash 1.0 (Tezos),TEZOS,0.2086007366888225,tz1csy2EbgeDrrH2KyGw7CUkXJPyTjHr6zKw,2023-04-27T17:26:35+00:00,2023-04-28T15:00:00+00:00,32,32
26900,Isometric Kitchen Interior,fxhash 1.0 (Tezos),TEZOS,Robert S. Robbins,tz1WXABHKRGCQbxgQpQTY51CkoWjHrqmWk3s,2023-04-27T17:36:50+00:00,2023-04-27T18:36:50+00:00,50,1
26901,Wine,fxhash 1.0 (Tezos),TEZOS,AITezoArt,tz1MM5YFX2m75KE3cmjRBNGFLkgZjF9H6KMP,2023-04-27T18:21:13+00:00,2023-04-28T15:00:00+00:00,8,3
26902,Glory Hole,fxhash 1.0 (Tezos),TEZOS,Jeff_Tezos,tz1PyCveTVuCwEWan7zEkWzHXdAtukunH3nK,2023-04-27T18:40:21+00:00,2023-04-27T19:40:21+00:00,50,50
26903,dragon☁️🐉☁️scales,fxhash 1.0 (Tezos),TEZOS,wadada,tz1dRFanNrLLk48XagvC7Qrzs62iXKzAGRTU,2023-04-27T21:06:37+00:00,2023-04-27T21:06:37+00:00,37,37
26904,PARClouds,fxhash 1.0 (Tezos),TEZOS,Dr. Bill Kolomyjec,tz1bDn9tU2SjWjr64g2r4jhgos4rE6AssyUb,2023-04-27T21:24:52+00:00,2023-04-27T23:00:00+00:00,64,6
26906,ayn·chnt ee·mow·shnz,fxhash 1.0 (Tezos),TEZOS,Ancient History,tz1exZfWcLysQCk5UAjtpj5SA6QGk1Y6mopg,2023-04-28T00:15:02+00:00,2023-05-01T15:30:00+00:00,5,0
26907,Scribblr,fxhash 1.0 (Tezos),TEZOS,Ciput_GENART,tz29yrbfATKNS8KsFKEbbSESucjsmMdUq2f6,2023-04-28T01:44:03+00:00,2023-04-28T14:00:00+00:00,128,81
26908,hash_screen_saver,fxhash 1.0 (Tezos),TEZOS,uesYn,tz2HpguztWLky5QF5KYuHomVaYHeq2HZdmL4,2023-04-28T03:44:26+00:00,2023-04-28T04:44:26+00:00,64,64
26909,Guardian ant,fxhash 1.0 (Tezos),TEZOS,,KT1GJXccXqowYASMCF3Qp6SBQ5GaRL2TJ9eA,2023-04-28T08:41:38+00:00,2023-04-28T13:00:00+00:00,8,3
26910,Scarlet Bloom,fxhash 1.0 (Tezos),TEZOS,AITezoArt,tz1MM5YFX2m75KE3cmjRBNGFLkgZjF9H6KMP,2023-04-28T11:22:10+00:00,2023-12-31T20:59:00+00:00,8,4
26911,Shining Clusters,fxhash 1.0 (Tezos),TEZOS,Uinges,tz1Lm3mUYeVx77NFm22pbky5YD9vto1ATtzt,2023-04-28T12:57:57+00:00,2023-04-28T17:00:00+00:00,50,50
26912,AI Eye,fxhash 1.0 (Tezos),TEZOS,Medusa Iro,tz1YdY675GvqTbNWttzanBf8Zm2Xt8TSuLqb,2023-04-28T12:58:27+00:00,2023-04-28T14:00:00+00:00,15,3
26913,Living Structures,fxhash 1.0 (Tezos),TEZOS,Olga.F,tz1VucF8ERhwdabMd2epn6MEzmxwfU7HWaaX,2023-04-28T13:34:21+00:00,2023-05-03T17:00:00+00:00,100,100
26914,Reverse Time Migration,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-04-28T15:49:32+00:00,2023-04-30T00:00:00+00:00,8,8
26915,Backgrounds,fxhash 1.0 (Tezos),TEZOS,Jeff_Tezos,tz1PyCveTVuCwEWan7zEkWzHXdAtukunH3nK,2023-04-28T16:12:18+00:00,2023-04-28T19:20:00+00:00,25,25
26916,LANDSCAPE_CITY_BUILDING,fxhash 1.0 (Tezos),TEZOS,uesYn,tz2HpguztWLky5QF5KYuHomVaYHeq2HZdmL4,2023-04-28T16:42:41+00:00,2023-04-28T17:42:41+00:00,64,64
26918,Fourty five,fxhash 1.0 (Tezos),TEZOS,arielmalka,tz1ityKVKAo1fNgemGym7u5xq1QoKrngfd2g,2023-04-28T21:23:21+00:00,2023-04-29T12:00:00+00:00,45,4
26919,Ascii Noise,fxhash 1.0 (Tezos),TEZOS,Uniray,tz1QcdJhkog51LsA2XSc6PGZQTDKETbesTSi,2023-04-28T22:58:52+00:00,2023-06-13T21:40:00+00:00,80,80
26920,EnTaNgLeD,fxhash 1.0 (Tezos),TEZOS,Rigved Maanas,tz1Yxykwng7KsAqYSX82B6pVn89zwjzAdTh5,2023-04-29T08:13:40+00:00,2023-04-29T09:13:40+00:00,32,8
26922,Inside,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-04-29T09:44:35+00:00,2023-04-29T12:35:00+00:00,1,1
26923,Circular Serenade,fxhash 1.0 (Tezos),TEZOS,HARCHI,tz1P414TGRm9KJpnc6eAgSbcAb8mEY2oZmz2,2023-04-29T10:55:20+00:00,2023-04-29T10:55:20+00:00,30,30
26924,Units,fxhash 1.0 (Tezos),TEZOS,unsleeping_ik,tz2H8AANLU25yBD8MxPocngHngKNVEXXRXGE,2023-04-29T13:59:00+00:00,2023-04-29T13:59:00+00:00,50,11
26926,Assembly,fxhash 1.0 (Tezos),TEZOS,Schiftcopy,tz1NHSpX7BRHPQBJ7hERyWt9dV7HDALJTCXD,2023-04-29T15:47:30+00:00,2023-04-29T17:00:00+00:00,7,7
26929,In The Wall,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-04-29T17:49:40+00:00,2023-04-29T20:24:00+00:00,1,1
26930,trans europe express,fxhash 1.0 (Tezos),TEZOS,fishthe,tz1hva78nwhgfCcNgho4J5BHFxw1DcM2h8X9,2023-04-29T19:20:03+00:00,2023-04-30T14:00:00+00:00,32,32
26932,Agora of Timeless,fxhash 1.0 (Tezos),TEZOS,nubplus,tz1NDAQE9it7RRGDMTjEFG6XK5sRNdasRBv7,2023-04-29T23:05:20+00:00,2023-05-03T19:00:00+00:00,140,140
26933,Daisyglint,fxhash 1.0 (Tezos),TEZOS,AITezoArt,tz1MM5YFX2m75KE3cmjRBNGFLkgZjF9H6KMP,2023-04-29T23:21:05+00:00,2023-04-30T15:30:00+00:00,16,2
26934,Underwater Schooling,fxhash 1.0 (Tezos),TEZOS,PetiShaMiaou,tz1iEiZBsrbDWWq5E4RzmWgZUyJfad3r4WEn,2023-04-30T01:14:43+00:00,2023-04-30T17:00:00+00:00,48,39
26935,Black Hole,fxhash 1.0 (Tezos),TEZOS,fxtzer,tz1gLiPFWTpQ3xmjfow1ziDuCRDiA3SWRhER,2023-04-30T07:34:31+00:00,2023-04-30T17:01:00+00:00,1,1
26936,fx(crystallization),fxhash 1.0 (Tezos),TEZOS,Schiftcopy,tz1NHSpX7BRHPQBJ7hERyWt9dV7HDALJTCXD,2023-04-30T15:02:20+00:00,2023-04-30T16:02:20+00:00,3,3
26938,Special Gold 2023,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-04-30T17:28:28+00:00,2023-05-01T07:28:00+00:00,1,1
26939,Silk Veil,fxhash 1.0 (Tezos),TEZOS,John West,tz1i627pcLxZGtRSyp94uxrubr8VXnzRexGY,2023-04-30T17:42:06+00:00,2023-04-30T18:42:06+00:00,150,0
26940,Lost Memories,fxhash 1.0 (Tezos),TEZOS,HARCHI,tz1P414TGRm9KJpnc6eAgSbcAb8mEY2oZmz2,2023-04-30T18:19:36+00:00,2023-04-30T18:19:36+00:00,64,8
26941,View,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-04-30T20:28:36+00:00,2023-05-02T07:28:00+00:00,1,1
26942,Mi ,fxhash 1.0 (Tezos),TEZOS,superbialux,tz1MGXFh1CgiFL5p3dhLWiAabe9tkjjfrEdF,2023-04-30T21:55:36+00:00,2023-05-01T18:00:00+00:00,100,100
26944,Dump of Links. Part II,fxhash 1.0 (Tezos),TEZOS,yamiburgenet,tz1LXx82P2LHyzuGYYxjYFCbChTXWNpYKmTg,2023-04-30T22:40:06+00:00,2023-07-17T17:00:00+00:00,100,100
26945,Improbable Drafts,fxhash 1.0 (Tezos),TEZOS,sharla,tz1eRpQwGZrxvot1hVTgSdAEg6KU23q6h9Jg,2023-05-01T00:05:15+00:00,2023-05-03T18:00:00+00:00,128,68
26946,Bugged Frame,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-05-01T01:40:08+00:00,2023-05-01T02:40:08+00:00,2,2
26947,Purple City,fxhash 1.0 (Tezos),TEZOS,AITezoArt,tz1MM5YFX2m75KE3cmjRBNGFLkgZjF9H6KMP,2023-05-01T05:11:55+00:00,2023-05-01T17:10:00+00:00,8,2
26948,Hang,fxhash 1.0 (Tezos),TEZOS,fxtzer,tz1gLiPFWTpQ3xmjfow1ziDuCRDiA3SWRhER,2023-05-01T05:29:26+00:00,2023-05-01T17:01:00+00:00,1,1
26949,Ritratto,fxhash 1.0 (Tezos),TEZOS,Unknown,tz1MYjn9DdYwkq4Rx3wzJedsPiLUmPzL4Yjt,2023-05-01T05:54:41+00:00,2023-12-05T20:00:00+00:00,55,54
26950,23050101_Loop.png,fxhash 1.0 (Tezos),TEZOS,Rayroot,tz2E8vnzS4xk175RCk1ZwTktqnh2tnU8ze1U,2023-05-01T06:52:05+00:00,2023-05-01T08:00:00+00:00,4,4
26951,Circles,fxhash 1.0 (Tezos),TEZOS,Dewa Gde Adi,tz2AtqdWjSVjWTWPpZz8Y59AnJWsi62nh3wm,2023-05-01T07:07:35+00:00,2023-05-01T18:01:00+00:00,256,10
26952,Mondrian's Legacy,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-05-01T07:38:13+00:00,2023-05-01T08:38:13+00:00,2,2
26953,Underwater World,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-05-01T07:44:58+00:00,2023-05-03T07:28:00+00:00,1,1
26954,Black Planet,fxhash 1.0 (Tezos),TEZOS,ArtsofChet,tz1hghbrDGx33HendcHRAdKUDtdFoFP24uaE,2023-05-01T09:24:32+00:00,2023-05-04T07:28:00+00:00,1,1
26956,Lonely Tree,fxhash 1.0 (Tezos),TEZOS,RosbelDev,tz1eBXeireygC1hYKKYWPi8cTTRAdyAy7EbE,2023-05-01T15:35:11+00:00,2023-05-01T16:35:11+00:00,95,95
