id,name,version,chain,author_name,author_id,created_at,mint_opens_at,supply,iterations_count
9346,::growth,fxhash 1.0 (Tezos),TEZOS,::ioriten,tz2PpJPydS7t7ct8X2Y5vDo31LiDiKyu2EGE,2022-02-14T08:58:24+00:00,2022-02-14T11:58:24+00:00,4,4
9347,Gecko Warrior,fxhash 1.0 (Tezos),TEZOS,0xDwarf,tz1Rk5nmU1bZsydxrGiiu7a3FyJWvQeH3g7Z,2022-02-14T09:04:24+00:00,2022-02-14T12:04:24+00:00,5,5
9348,HALO | BDC,fxhash 1.0 (Tezos),TEZOS,| BDCollective >,tz1LvzpeVkkA8SpHciZViLPp4JGsEi9dHfyH,2022-02-14T09:11:24+00:00,2022-02-14T12:11:24+00:00,4,4
9349,The Zozos' Courtship Ritual,fxhash 1.0 (Tezos),TEZOS,0xm4_0,tz1STqFuyVsdEuv8Dja2aLw6CAzckTWwwfTR,2022-02-14T09:28:24+00:00,2022-02-14T09:28:24+00:00,25,25
9351,Lollipopz,fxhash 1.0 (Tezos),TEZOS,Narisa,tz1XeLRwc9SYTaPw7PbXAqZJMET8mf7KHc3k,2022-02-14T09:39:54+00:00,2022-02-14T12:39:54+00:00,7,7
9352,Colored Flowfield Patterns,fxhash 1.0 (Tezos),TEZOS,archaonpash,tz1N15AxaXTCVjxS3i8ah9K34Z4CDQhFxgfP,2022-02-14T09:58:24+00:00,2022-02-14T12:58:24+00:00,4,4
9353,Orbits,fxhash 1.0 (Tezos),TEZOS,xCai,tz2GAEeMjrZEHUfZQRGwmK8v1xrndwfkbCQU,2022-02-14T10:06:54+00:00,2022-02-14T13:06:54+00:00,20,20
9355,watercolor,fxhash 1.0 (Tezos),TEZOS,abolicphobia,tz2FyUZs9ijUSXQHiGn4ihmamqEPDbBif59W,2022-02-14T10:22:04+00:00,2022-02-14T13:22:04+00:00,3,3
9356,Gridforms,fxhash 1.0 (Tezos),TEZOS,pixelfiller,tz1UFY6trHFNusQf9AxbjtYmVbCpWcR4Tdgz,2022-02-14T10:26:34+00:00,2022-02-14T10:26:34+00:00,8,8
9357,falling water,fxhash 1.0 (Tezos),TEZOS,s_r_r_z_,tz1QUUkPE6oGJa9e8mucQ3kJw9qj5prvzvPq,2022-02-14T10:39:04+00:00,2022-02-14T10:39:04+00:00,36,36
9358,Valentine Hearts,fxhash 1.0 (Tezos),TEZOS,SoulTruffle,tz1LcJWkAntq7XkG1NfEBpfDLrVRBqiNXxMQ,2022-02-14T10:48:34+00:00,2022-02-14T13:48:34+00:00,0,0
9360,Wist,fxhash 1.0 (Tezos),TEZOS,Robin,tz1a3ZWW7sdgX3JGp3h316TvsgpiVGWFYihe,2022-02-14T11:23:04+00:00,2022-02-14T11:23:04+00:00,45,45
9361,Complementary synapse II,fxhash 1.0 (Tezos),TEZOS,x0y0z0,tz2BMqiDEZoq3hVcWsvEZ4iMYSVPNhNeTxrq,2022-02-14T11:26:34+00:00,2022-02-14T11:26:34+00:00,42,42
9362,Flower Iris,fxhash 1.0 (Tezos),TEZOS,beardcoded,tz1ddAm4HTMGQpnv7KQ3GWAtmAkXCnYdonJR,2022-02-14T11:33:34+00:00,2022-02-14T11:33:34+00:00,25,25
9363,Perla's Fractal Garden,fxhash 1.0 (Tezos),TEZOS,Raffle,tz1abVf3GTTJW6umCj8nipK3RHBCAw4QGn64,2022-02-14T11:38:04+00:00,2022-02-14T14:38:04+00:00,4,4
9364,Threads,fxhash 1.0 (Tezos),TEZOS,nontooth,tz29qfMTpttipJopXkgxHHXBhTaU9g1z9a85,2022-02-14T11:46:04+00:00,2022-02-14T11:46:04+00:00,15,15
9365,GEOMETRY GUBAHAN,fxhash 1.0 (Tezos),TEZOS,Anisph,tz1csKvTYQxkUKhYKBzXuRpaeWuUqLJoAaxh,2022-02-14T11:50:04+00:00,2022-02-14T14:50:04+00:00,111,111
9366,Up in the Night Sky,fxhash 1.0 (Tezos),TEZOS,AceDZN,tz1gbunnUYw8DAX7dmf6q8SPT7iqxMxFPTDZ,2022-02-14T11:52:34+00:00,2022-02-14T14:52:34+00:00,1,1
9367,Valentine Giveaway,fxhash 1.0 (Tezos),TEZOS,SoulTruffle,tz1LcJWkAntq7XkG1NfEBpfDLrVRBqiNXxMQ,2022-02-14T11:56:34+00:00,2022-02-14T14:56:34+00:00,100,100
9368,origins 2,fxhash 1.0 (Tezos),TEZOS,shuhblam,tz1b37erGvRoFPXBuz1DKyZwdKsxMbyt8eq1,2022-02-14T11:57:34+00:00,2022-02-14T11:57:34+00:00,100,100
9369,boxes_OUTLINED_v2,fxhash 1.0 (Tezos),TEZOS,Xeronimo,tz1PfQDUD9UWGJ2hqHRttJU5wVtxrnPwBRa1,2022-02-14T12:05:34+00:00,2022-02-14T12:05:34+00:00,17,17
9370,Your Octo-Valentine,fxhash 1.0 (Tezos),TEZOS,Julia^,tz1gSWL6m42ozC1CPzeQMvccxeKEsrjfwBFw,2022-02-14T12:09:34+00:00,2022-02-14T12:09:34+00:00,226,226
9371,Where is the LOVE,fxhash 1.0 (Tezos),TEZOS,Ricardo do Rosario Art,tz1b5KkZpGa2WRnBXFK8hpPLKSQZCgn4JqmK,2022-02-14T12:14:34+00:00,2022-02-14T15:14:34+00:00,10,10
9372,After the Fall,fxhash 1.0 (Tezos),TEZOS,Mikkel Hartmann,tz1UXYCS3mXavUqVzMCncrN4EFh6w84Nvdkm,2022-02-14T12:20:34+00:00,2022-02-14T12:20:34+00:00,256,256
9374,Process,fxhash 1.0 (Tezos),TEZOS,Azeem,tz1UTznHgoLcSAC3F4FsEDDnin88ovXGQ5MW,2022-02-14T12:32:34+00:00,2022-02-14T15:32:34+00:00,42,42
9375,TRASH Erector V 1.0 ,fxhash 1.0 (Tezos),TEZOS,INA VARE,tz1RjEHLzE5rudtWyuK331cew3F9qqWz65jp,2022-02-14T12:40:34+00:00,2022-02-14T15:40:34+00:00,200,200
9376,"""Luna Piena"" Pointillism",fxhash 1.0 (Tezos),TEZOS,archaonpash,tz1N15AxaXTCVjxS3i8ah9K34Z4CDQhFxgfP,2022-02-14T12:41:04+00:00,2022-02-14T15:41:04+00:00,6,6
9377,The soft overcomes the hard,fxhash 1.0 (Tezos),TEZOS,metta_generative,tz2JGiAXzse9dC76yTcv57M5aoFdx1BkuURi,2022-02-14T12:41:34+00:00,2022-02-14T15:41:34+00:00,22,22
9378,The Hot Mess of an Artist's Mind,fxhash 1.0 (Tezos),TEZOS,Aeon Bloom,tz1Rfg2WCNpMaHhNSgmUUNgrAra3W4GUTicG,2022-02-14T12:45:04+00:00,2022-02-14T12:45:04+00:00,4,4
9379,Banners of The Chosen,fxhash 1.0 (Tezos),TEZOS,Crowned,tz1fGYRcRgWZsuEJZVtvN5RwLg22SaYbNJq4,2022-02-14T12:52:04+00:00,2022-02-14T15:52:04+00:00,5,5
9380,Gingerbread Kingdom,fxhash 1.0 (Tezos),TEZOS,chaos_haunter,tz1WdmziqzcmqdRPPg5N1NBME8NrqZAVDaGq,2022-02-14T12:54:04+00:00,2022-02-14T12:54:04+00:00,22,22
9381,Astral Sprites,fxhash 1.0 (Tezos),TEZOS,rangga_purnama_aji,tz1f5b3SKY2RnVKv7owkKTiNKrTKS6CaQ4vi,2022-02-14T12:56:34+00:00,2022-02-14T12:56:34+00:00,7,7
9382,3D Stargate Audio Machine,fxhash 1.0 (Tezos),TEZOS,Andrew0,tz1erjVTAcy4sguALQQ1DmmeggmfeeqwQ1AB,2022-02-14T12:57:34+00:00,2022-02-14T12:57:34+00:00,27,27
9383,X-ray of a skull,fxhash 1.0 (Tezos),TEZOS,smldms,tz1PNijLkGEGcECdS3z7KR9ZUPMWnxQcjLky,2022-02-14T12:58:04+00:00,2022-02-14T12:58:04+00:00,16,16
9384,Astral Encounters,fxhash 1.0 (Tezos),TEZOS,grosgg,tz1Lf3aAFLG6omKsqr2ofRGRpJ9xBK1VPt7A,2022-02-14T12:59:34+00:00,2022-02-14T12:59:34+00:00,15,15
9385,Give me STRENGTH,fxhash 1.0 (Tezos),TEZOS,Ricardo do Rosario Art,tz1b5KkZpGa2WRnBXFK8hpPLKSQZCgn4JqmK,2022-02-15T03:01:24+00:00,2022-02-15T06:01:24+00:00,5,5
9386,mirage,fxhash 1.0 (Tezos),TEZOS,GORA,tz1hQ9XtYU2LpL2nUMnFyWeZVzuUbNspUdTq,2022-02-15T03:01:24+00:00,2022-02-15T03:01:24+00:00,100,100
9387,Lollipopz (REMINT),fxhash 1.0 (Tezos),TEZOS,Narisa,tz1XeLRwc9SYTaPw7PbXAqZJMET8mf7KHc3k,2022-02-15T03:01:54+00:00,2022-02-15T06:01:54+00:00,46,46
9388,Void Wind,fxhash 1.0 (Tezos),TEZOS,jon_ontheweb,tz1XDWuUyCTZALEdTcMRQwAMxKYFqcRf1g6g,2022-02-15T03:02:24+00:00,2022-02-15T06:02:24+00:00,11,11
9389,RSCH #,fxhash 1.0 (Tezos),TEZOS,KRYPTZ,tz1UFE3x9V4deNdqZ1xaa9RkWCDPmPfnS1fz,2022-02-15T03:02:54+00:00,2022-02-15T06:02:54+00:00,30,30
9390,Failed Geometric Sequences,fxhash 1.0 (Tezos),TEZOS,Daniel Oropeza,tz2JyW132finpXHFNCSrHtcBEHRmwp5ffYks,2022-02-15T03:06:04+00:00,2022-02-15T03:06:04+00:00,22,22
9391,Balancing,fxhash 1.0 (Tezos),TEZOS,unsleeping_ik,tz2H8AANLU25yBD8MxPocngHngKNVEXXRXGE,2022-02-15T03:06:34+00:00,2022-02-15T06:06:34+00:00,10,10
9394,"""Test Print""",fxhash 1.0 (Tezos),TEZOS,3DManatee,tz1b1EAJskrdbdD2vhr2xoLkTLpowvAgK1Tk,2022-02-15T03:11:34+00:00,2022-02-15T03:11:34+00:00,128,128
9395,well of probabilities,fxhash 1.0 (Tezos),TEZOS,Clark_o_vivente,tz1TztiGqNJJNBB7tq6voAzRPMsN6gnLZmUj,2022-02-15T03:14:04+00:00,2022-02-15T06:14:04+00:00,3,3
9396,Lilith-N1,fxhash 1.0 (Tezos),TEZOS,Yannet Briggiler,tz1NQbGHbB3bQcK11WUWDKRintFKNkaL3FmX,2022-02-15T03:15:34+00:00,2022-02-15T06:15:34+00:00,3,3
9398,chill chums,fxhash 1.0 (Tezos),TEZOS,bren,tz1csLbJcsuNjXiGVEVf5Hq7pyXSed2mZddg,2022-02-15T03:27:34+00:00,2022-02-15T06:27:34+00:00,10,10
9399,HANNA,fxhash 1.0 (Tezos),TEZOS,NAJU,tz1Vm1T5g7jgKHfJCEeU1TSZrCY9GLsZxoVG,2022-02-15T03:28:34+00:00,2022-02-15T03:28:34+00:00,0,0
9400,Pixel Siege,fxhash 1.0 (Tezos),TEZOS,Rasterly,tz1iijWJnm6ViozjUDrkP7K73voXUo9Pu1sJ,2022-02-15T03:30:34+00:00,2022-02-15T03:30:34+00:00,46,46
9401,Observer,fxhash 1.0 (Tezos),TEZOS,CyberBruxo,tz1ZGnmYWGtEyjUWYGgLd9V9fmKdnYMtjBCd,2022-02-15T03:47:04+00:00,2022-02-15T06:47:04+00:00,16,16
9402,block-sekai,fxhash 1.0 (Tezos),TEZOS,onerocket,tz1L2NHFoxcqb4taZLucYXNzqkkh2u7UqEDk,2022-02-15T03:49:04+00:00,2022-02-15T03:49:04+00:00,20,20
9403,Phosphor Artifacts,fxhash 1.0 (Tezos),TEZOS,softd0t,tz1SQnk6qbRVxUhx5WDYLQ7XWKXTriKcD6hg,2022-02-15T03:56:34+00:00,2022-02-15T03:56:34+00:00,5,5
9404,Merzenichs p31,fxhash 1.0 (Tezos),TEZOS,Cellular Universe,tz2GHNBDsavCdVRCHKN7wYhLQjQBQ232RG16,2022-02-15T03:58:04+00:00,2022-02-15T06:58:04+00:00,2,2
9405,Cobble Path,fxhash 1.0 (Tezos),TEZOS,Ed Cavett,tz1NgKMZKDXCCLVRkr9uPG5JL3BUZ4TNYXc6,2022-02-15T03:59:04+00:00,2022-02-15T03:59:04+00:00,12,12
9406,Mahjong,fxhash 1.0 (Tezos),TEZOS,0xDwarf,tz1Rk5nmU1bZsydxrGiiu7a3FyJWvQeH3g7Z,2022-02-15T04:13:34+00:00,2022-02-15T07:13:34+00:00,2,2
